distance_km
3.235722208153784152e+01
3.188169010009963955e+01
3.142800344455315553e+01
3.099712134284791887e+01
3.059000746687222616e+01
3.007124667167537169e+01
2.922819331559271916e+01
2.839227181253752619e+01
2.756413102374682467e+01
2.674449374908473231e+01
2.593416625269367515e+01
2.513404900159616773e+01
2.434514871598413066e+01
2.356859180593101044e+01
2.280563922516491715e+01
2.205770269948289553e+01
2.132636217347202745e+01
2.044368522041911618e+01
1.948767211200423688e+01
1.853165898796157407e+01
1.757564584905927063e+01
1.661963269606102855e+01
1.566361952973498006e+01
1.470760635084927337e+01
1.375159316016760691e+01
1.279557995845812002e+01
1.183956674648893959e+01
1.088355352502378359e+01
9.927540294830771828e+00
8.971527056678048950e+00
8.015513811329313398e+00
7.059500559554177102e+00
6.103487302116341162e+00
5.147474039783936917e+00
4.191460773325100142e+00
3.235447503503529720e+00
2.279434231087358320e+00
1.323420956844721053e+00
3.674076815393146900e-01
5.886055940607265446e-01
1.544618869187268873e+00
2.500632143076614522e+00
3.456645414960630713e+00
4.412658684071182336e+00
5.368671949644572727e+00
6.324685210912665667e+00
7.280698467107328931e+00
8.131049207398758583e+00
8.882693502700925947e+00
8.709937748494755994e+00
8.023155846124939927e+00
7.396373226938084855e+00
6.846089187018688627e+00
6.392091245416374967e+00
6.056072731634644768e+00
5.858369781212714678e+00
5.813111833177501353e+00
5.923793970704772427e+00
6.182046097873478807e+00
6.570490546497173234e+00
3.137172755542323088e+01
3.088105768457967315e+01
3.041247978661239060e+01
2.996703020092522962e+01
2.954575503658478297e+01
2.914970242916156096e+01
2.869559390432255697e+01
2.784374641713714738e+01
2.699884443842825377e+01
2.616156090673975143e+01
2.533265124074864616e+01
2.451296494864178399e+01
2.370345890946348888e+01
2.290521250958630262e+01
2.211944479871824853e+01
2.134753378424355930e+01
2.059103789553354602e+01
1.985171950093075566e+01
1.913157012246642097e+01
1.843283663269471973e+01
1.761268654698656633e+01
1.665886612494642804e+01
1.570530836908387684e+01
1.475206421823304659e+01
1.379919866711616905e+01
1.284679596328899898e+01
1.189496728805355019e+01
1.094386242212968341e+01
9.993688027152067832e+00
9.044737356958350460e+00
8.097440656736688780e+00
7.152455133396518505e+00
6.210835824604886923e+00
5.274385921092062723e+00
4.346447984623232230e+00
3.433929437842620835e+00
2.553415510753115569e+00
1.753792536013202952e+00
1.208074443727577663e+00
1.292632036731572454e+00
1.926174815815998365e+00
2.752671315494546356e+00
3.643082131953763625e+00
4.560119905203968038e+00
5.287692141814068769e+00
5.938468666911231431e+00
6.663209542877441827e+00
7.440332120979295638e+00
8.255056150455475361e+00
7.988277111530329933e+00
7.233351203553337605e+00
6.531258407488111928e+00
5.900887348188594395e+00
5.367566952634850175e+00
4.962685451421195104e+00
4.719415981417522055e+00
4.663120837628197179e+00
4.800382600735213501e+00
5.115644505126532238e+00
5.578811047566035519e+00
3.039785653996326786e+01
2.989123965137702754e+01
2.940692737695206560e+01
2.894603931264546048e+01
2.850971151013464677e+01
2.809908812293485525e+01
2.771531166724829731e+01
2.733269555759974523e+01
2.647154698863696254e+01
2.561709410280186461e+01
2.477002982414061094e+01
2.393113874767645299e+01
2.310131128786409604e+01
2.228156013365513388e+01
2.147303933292668532e+01
2.067706632828059909e+01
1.989514723117653361e+01
1.912900552862435788e+01
1.838061423164163344e+01
1.765223114781112201e+01
1.694643642447918452e+01
1.626617067999407240e+01
1.561477082361788327e+01
1.488563191284399068e+01
1.394196465626895787e+01
1.300009201251668323e+01
1.206043444897127870e+01
1.112355333714404004e+01
1.019021450425571906e+01
9.261488949256376557e+00
8.338918193962525649e+00
7.424796896894441112e+00
6.522678479506945237e+00
5.638327185140200370e+00
4.781611202688949902e+00
3.970459836923962982e+00
3.239285467250118344e+00
2.655007114066736840e+00
2.330842903306604708e+00
2.375766810102222237e+00
2.771891170902475832e+00
2.983626395582842150e+00
3.275047419888915901e+00
3.791694797073178247e+00
4.455902596733240628e+00
5.211553620289831379e+00
6.024335562315199510e+00
6.874012759144030760e+00
7.748457165034611016e+00
7.376384971439973626e+00
6.551384448720168230e+00
5.766911194653583372e+00
5.041917777419945956e+00
4.405865256888502834e+00
3.902487169633905406e+00
3.588064552042845357e+00
3.513694925692576909e+00
3.693905861618050235e+00
4.095225595301795529e+00
4.660884948863543542e+00
2.943676269686364932e+01
2.891334667886069809e+01
2.841240492210341273e+01
2.793514650080494377e+01
2.748280527804663009e+01
2.705663100476184368e+01
2.665787868956065765e+01
2.628779623169549495e+01
2.594761038837632583e+01
2.511359531168548997e+01
2.424900936188141642e+01
2.339150001124898637e+01
2.254187487415200408e+01
2.170106000534911317e+01
2.087012027847517004e+01
2.005028349432701518e+01
1.924296881353804523e+01
1.844982011316928450e+01
1.767274479666097520e+01
1.691395838260057971e+01
1.617603476920245242e+01
1.546196128520028346e+01
1.477519631115387888e+01
1.411972516254748911e+01
1.350010684196213617e+01
1.292150008025417485e+01
1.233153833415650524e+01
1.141699083477836574e+01
1.050980827996348310e+01
9.612076197743318673e+00
8.726711638887183042e+00
7.857896138597937785e+00
7.011784078790176622e+00
6.197680920834612195e+00
5.430002785105697782e+00
4.731401520221766077e+00
4.137020560403314562e+00
3.697467589867576176e+00
2.989583441173014666e+00
2.297923836025762778e+00
1.857492578698018981e+00
1.856632254607988752e+00
2.295837081107339639e+00
2.986910175490713026e+00
3.794651077173829545e+00
4.658766047838009072e+00
5.552999661974879153e+00
6.464865755786547652e+00
7.387838184241802608e+00
6.903511258158334662e+00
6.014053160238374218e+00
5.148409651249891361e+00
4.320917413162839615e+00
3.558293341231629103e+00
2.911957175008611731e+00
2.474763941335553330e+00
2.365657929325609032e+00
2.625859328016090455e+00
3.165573546293017682e+00
3.869559849376776217e+00
2.848973915909920507e+01
2.794863053078117332e+01
2.743011217410144553e+01
2.693548873623425521e+01
2.646609996508038876e+01
2.602331138942146538e+01
2.560850285477048871e+01
2.522305484685155719e+01
2.486833262943055090e+01
